nbsujet act10 act100 act1000
317 30 30 21
318 26 26 31
319 23 23 30
320 19 19 21
321 29 29 30
322 28 28 35
323 28 28 21
324 22 22 23
325 21 21 23
326 18 18 20
327 18 18 20
328 19 19 21
329 27 27 34
330 19 19 20
331 24 24 31
332 19 19 20
333 20 20 21
334 20 20 22
335 24 24 31
336 24 24 31
337 17 17 22
338 25 25 32
339 24 24 31
340 27 27 34
341 21 21 23
342 28 28 35
343 26 26 33
344 25 25 32
345 18 18 23
346 26 26 18
347 19 19 21
348 23 23 30
349 26 26 22
350 25 25 20
351 30 30 33
352 24 24 31
353 30 30 19
354 29 29 35
355 23 23 30
356 28 28 34
357 29 29 35
358 17 17 22
359 26 26 33
360 19 19 23
361 25 25 32
362 22 22 19
363 17 17 21
364 27 27 18
365 28 28 34
366 30 30 21
367 18 18 20
368 20 20 22
369 29 29 19
370 29 29 21
371 25 25 32
372 26 26 33
373 16 16 23
374 16 16 18
375 29 29 35
376 26 26 32
377 25 25 32
378 27 27 18
379 29 29 22
380 25 25 23
381 21 21 23
382 17 17 21
383 27 27 34
384 22 22 19
385 18 18 21
386 23 23 30
387 23 23 30
388 26 26 32
389 21 21 20
390 21 21 21
391 19 19 21
392 28 28 34
393 22 22 24
394 27 27 33
395 29 29 35
396 21 21 19
397 26 26 33
398 21 21 20
399 22 22 18
400 20 20 21
401 26 26 33
402 27 27 34
403 25 25 32
404 29 29 36
405 22 22 24
406 19 19 19
407 28 28 35
408 28 28 35
409 27 27 34
410 28 28 35
411 18 18 18
412 18 18 20
413 22 22 24
414 26 26 33
415 28 28 35
416 22 22 24
417 21 21 20
418 25 25 32
419 20 20 19
420 20 20 20
421 26 26 33
422 20 20 19
423 27 27 34
424 23 23 30
425 19 19 21
426 20 20 22
427 22 22 23
428 20 20 22
429 22 22 23
430 23 23 30
431 25 25 32
432 25 25 32
433 24 24 31
434 28 28 35
435 17 17 18
436 24 24 31
437 25 25 32
438 19 19 21
439 26 26 33
440 26 26 33
441 20 20 22
442 27 27 34
443 24 24 31
444 19 19 23
445 28 28 35
446 21 21 18
447 20 20 22
448 22 22 21
449 19 19 22
450 27 27 34
451 20 20 19
452 17 17 21
453 18 18 20
454 19 19 23
455 16 16 20
456 22 22 23
457 22 22 31
458 25 25 32
459 17 17 18
460 24 24 31
461 20 20 22
462 21 21 23
463 23 23 20
464 21 21 35
465 19 19 33
466 20 20 22
467 24 24 19
468 21 21 23
469 20 20 31
470 22 22 30
471 20 20 31
472 20 20 19
473 21 21 23
474 21 21 22
475 21 21 22
476 20 20 24
477 24 24 20
478 18 18 33
479 24 24 21
480 22 22 21
481 20 20 31
482 21 21 23
483 20 20 31
484 20 20 35
485 23 23 23
486 21 21 23
487 18 18 34
488 23 23 22
489 20 20 31
490 18 18 33
491 20 20 23
492 20 20 35
493 21 21 22
494 23 23 20
495 20 20 23
496 20 20 23
497 21 21 22
498 21 21 34
499 19 19 32
500 20 20 31
501 22 22 21
502 18 18 35
503 21 21 23
504 23 23 22
505 24 24 19
506 23 23 21
507 25 25 18
508 21 21 30
509 20 20 32
510 21 21 30
511 21 21 22
512 17 17 34
513 26 26 18
514 21 21 32
515 25 25 19
516 19 19 32
517 23 23 20
518 21 21 30
519 16 16 35
520 22 22 21
521 25 25 21
522 18 18 33
523 22 22 23
524 20 20 23
525 21 21 22
526 20 20 32
527 22 22 21
528 20 20 35
529 22 22 36
530 24 24 22
531 19 19 33
532 20 20 31
533 29 29 23
534 31 31 21
535 28 28 33
536 24 24 22
537 20 20 31
538 22 22 21
539 20 20 23
540 21 21 30
541 21 21 35
542 22 22 21
543 25 25 22
544 20 20 24
545 22 22 22
546 21 21 31
547 21 21 23
548 21 21 22
549 21 21 30
550 19 19 32
551 21 21 22
552 31 31 33
553 19 19 32
554 32 32 31
555 21 21 30
556 25 25 30
557 25 25 21
558 21 21 34
559 18 18 35
560 24 24 19
561 23 23 21
562 21 21 31
563 19 19 32
564 20 20 33
565 23 23 20
566 30 30 30
567 20 20 24
568 27 27 23
569 22 22 21
570 21 21 31
571 31 31 31
572 21 21 23
573 22 22 22
574 26 26 18
575 18 18 34
576 19 19 33
577 26 26 19
578 29 29 19
579 32 32 20
580 29 29 19
581 20 20 32
582 26 26 20
583 24 24 19
584 27 27 30
585 25 25 20
586 19 19 33
587 22 22 22
588 20 20 31
589 21 21 31
590 19 19 34
591 27 27 23
592 28 28 18
593 24 24 19
594 18 18 35
595 25 25 33
596 19 19 32
597 21 21 23
598 23 23 20
599 31 31 21
600 22 22 21
601 20 20 23
602 22 22 21
603 20 20 32
604 20 20 31
605 32 32 22
606 21 21 23
607 29 29 21
608 25 25 34
609 25 25 18
610 31 31 21
611 18 18 35
612 28 28 19
613 31 31 36
614 31 31 33
615 23 23 22
616 21 21 31
617 26 26 34
618 24 24 22
619 21 21 22
620 23 23 21
621 18 18 33
622 31 31 34
623 17 17 34
624 22 22 24
625 16 16 35
626 26 26 35
627 20 20 31
628 20 20 23
629 22 22 21
630 22 22 34
631 21 21 22
632 22 22 21
633 25 25 18
634 22 22 30
635 25 25 20
636 21 21 31
637 25 25 18
638 21 21 30
639 25 25 18
640 26 26 23
641 20 20 23
642 31 31 19
643 26 26 20
644 20 20 23
645 21 21 30
646 20 20 35
647 17 17 35
648 20 20 34
649 25 25 18
650 19 19 32
651 21 21 30
652 21 21 22
653 21 21 32
654 16 16 35
655 20 20 31
656 22 22 30
657 20 20 23
658 21 21 22
659 21 21 23
660 21 21 30
661 25 25 22
662 22 22 36
663 19 19 33
664 17 17 34
665 25 25 18
666 21 21 30
667 20 20 31
668 20 20 34
669 20 20 23
670 18 18 33
671 25 25 18
672 17 17 34
673 22 22 23
674 21 21 30
675 24 24 19
676 21 21 30
677 18 18 33
678 21 21 22
679 17 17 35
680 19 19 33
681 19 19 35
682 22 22 21
683 22 22 30
684 20 20 33
685 21 21 30
686 24 24 20
687 20 20 34
688 25 25 22
689 18 18 35
690 24 24 19
691 19 19 32
692 21 21 30
693 25 25 19
694 20 20 34
695 21 21 34
696 18 18 33
697 22 22 32
698 19 19 35
699 26 26 18
700 21 21 30
701 19 19 33
702 21 21 22
703 22 22 32
704 17 17 34
705 21 21 30
706 26 26 32
707 16 16 18
708 21 21 22
709 23 23 21
710 18 18 34
711 24 24 21
712 26 26 19
713 18 18 33
714 25 25 18
715 19 19 32
716 25 25 18
717 20 20 31
718 21 21 30
719 20 20 32
720 21 21 23
721 23 23 20
722 24 24 19
723 18 18 33
724 21 21 31
725 22 22 21
726 22 22 23
727 21 21 30
728 21 21 22
729 22 22 22
730 21 21 30
731 25 25 18
732 21 21 30
733 22 22 22
734 24 24 19
735 25 25 23
736 20 20 23
737 21 21 30
738 21 21 30
739 20 20 23
740 23 23 21
741 23 23 21
742 20 20 31
743 25 25 18
744 22 22 22
745 22 22 23
746 25 25 35
747 28 28 34
748 32 32 34
749 18 18 35
750 21 21 22
751 23 23 23
752 23 23 20
753 24 24 23
754 22 22 21
755 19 19 32
756 21 21 30
757 21 21 23
758 22 22 22
759 21 21 23
760 20 20 31
761 27 27 31
762 26 26 23
763 25 25 18
764 20 20 33
765 21 21 35
766 21 21 33
767 18 18 34
768 21 21 33
769 22 22 21
770 20 20 23
771 25 25 19
772 25 25 19
773 21 21 23
774 21 21 22
775 21 21 22
776 25 25 23
777 22 22 21
778 30 30 22
779 25 25 18
780 21 21 36
781 21 21 22
782 19 19 33
783 20 20 23
784 22 22 23
785 19 19 33
786 27 27 23
787 24 24 22
788 21 21 23
789 21 21 30
790 20 20 35
791 19 19 33
792 24 24 21
793 20 20 31
794 30 30 22
795 26 26 21
796 17 17 35
797 28 28 33
798 21 21 30
799 22 22 21
800 21 21 31
801 16 16 35
802 22 22 21
803 25 25 18
804 29 29 21
805 21 21 34
806 29 29 23
807 24 24 19
808 25 25 22
809 21 21 33
810 22 22 21
811 22 22 31
812 24 24 19
813 20 20 32
814 22 22 21
815 29 29 23
816 20 20 33
817 21 21 23
818 30 30 19
819 21 21 35
820 32 32 31
821 25 25 18
822 20 20 34
823 32 32 22
824 19 19 35
825 19 19 32
826 19 19 32
827 32 32 23
828 21 21 30
829 26 26 35
830 20 20 31
831 31 31 23
832 29 29 20
833 22 22 30
834 32 32 24
835 26 26 35
836 24 24 23
837 21 21 31
838 25 25 19
839 27 27 22
840 24 24 21
841 21 21 35
842 29 29 22
843 26 26 19
844 27 27 18
845 17 17 35
846 22 22 30
847 29 29 35
848 20 20 31
849 20 20 31
850 31 31 20
851 28 28 33
852 29 29 21
853 21 21 22
854 21 21 22
855 29 29 23
856 25 25 22
857 24 24 20
858 26 26 30
859 18 18 35
860 23 23 22
861 25 25 19
862 22 22 22
863 19 19 33
864 26 26 23
865 20 20 31
866 21 21 22
867 23 23 21
868 19 19 33
869 22 22 23
870 21 21 23
871 25 25 20
872 22 22 30
873 22 22 24
874 20 20 34
875 24 24 21
876 19 19 34
877 19 19 33
878 17 17 35
879 24 24 20
880 22 22 30
881 21 21 24
882 31 31 19
883 31 31 22
884 20 20 36
885 26 26 32
886 28 28 31
887 28 28 35
888 25 25 23
889 21 21 31
890 25 25 19
891 22 22 22
892 23 23 21
893 22 22 23
894 17 17 36
895 32 32 22
896 30 30 21
897 21 21 33
898 31 31 22
899 19 19 35
900 21 21 31
901 20 20 33
902 21 21 31
903 20 20 32
904 21 21 35
905 21 21 32
906 22 22 30
907 23 23 30
908 18 18 36
909 21 21 31
910 22 22 30
911 21 21 31
912 21 21 34
913 18 18 35
914 19 19 33
915 22 22 30
916 22 22 34
917 19 19 33
918 21 21 33
919 22 22 30
920 23 23 21
921 21 21 32
922 19 19 34
923 22 22 31
924 17 17 35
925 26 26 18
926 21 21 31
927 25 25 19
928 24 24 20
929 18 18 34
930 18 18 35
931 25 25 19
932 23 23 22
933 19 19 33
934 28 28 35
935 30 30 33
936 21 21 32
937 22 22 22
938 21 21 34
939 24 24 21
940 20 20 34
941 20 20 32
942 21 21 24
943 31 31 23
944 20 20 33
945 22 22 30
946 22 22 22
947 25 25 19
948 21 21 23
949 23 23 21
950 20 20 33
951 24 24 20
952 25 25 20
953 20 20 32
954 25 25 19
955 19 19 34
956 21 21 23
957 18 18 34
958 21 21 23
959 27 27 22
960 23 23 22
961 19 19 33
962 23 23 21
963 22 22 32
964 23 23 22
965 25 25 19
966 21 21 23
967 22 22 32
968 21 21 31
969 21 21 23
970 25 25 19
971 22 22 31
972 22 22 32
973 27 27 18
974 21 21 23
975 26 26 20
976 23 23 21
977 26 26 18
978 20 20 32
979 19 19 33
980 23 23 22
981 21 21 33
982 22 22 22
983 20 20 34
984 25 25 19
985 22 22 35
986 31 31 21
987 24 24 20
988 22 22 30
989 22 22 23
990 30 30 34
991 19 19 33
992 21 21 31
993 20 20 36
994 20 20 34
995 23 23 30
996 19 19 33
997 23 23 22
998 21 21 23
999 23 23 22
